S.No,Emp ID,Employee Name,Designation,Department,Business Unit,Employee Status,Training Name,Training Status,Training Type,Training Source,Quarter,Training Start Month,Start Date,End Date,Venue,Overall Training Duration (Planned Hrs)
727,727,727,Quality Assurance Specialist,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
728,728,728,Quality Assurance Specialist,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
729,729,729,Quality Assurance Specialist,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
730,730,730,Quality Assurance Specialist,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
731,731,731,Quality Assurance Specialist,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
732,732,732,Quality Assurance Specialist,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
733,733,733,Medical Records Analyst,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
734,734,734,Medical Records Analyst,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
735,735,735,Medical Records Analyst,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
736,736,736,Team Lead - KPO Operations,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
737,737,737,Team Lead - KPO Operations,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
738,738,738,Team Lead - KPO Operations,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
739,739,739,Medical Records Analyst,IN - KPO,KPO,Active,Top 20 Deposition Summary Pitfalls – Identification and Correction,Completed,Technical,Internal,Q2,2025-07-01,2025-07-17,2025-07-17,Conference Room - KPO,1.0
740,740,740,Senior Content Writer,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
741,741,741,Senior Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
742,742,742,Senior Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
743,743,743,Manager - Marketing,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
744,744,744,Manager - Marketing,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
745,745,745,Lead - Design,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
746,746,746,System Analyst,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
747,747,747,Manager - Marketing,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
748,748,748,Manager - UI/UX (Marketing),IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
749,749,749,Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
750,750,750,Manager - Marketing,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
751,751,751,Executive - Designer ,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
752,752,752,Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
753,753,753,Executive - Marketing,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
754,754,754,Executive - Marketing (Data),IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
755,755,755,Senior Web Developer,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
756,756,756,Executive - Management,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
757,757,757,SEO Specialist,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
758,758,758,Lead - Marketing,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
759,759,759,VP - Marketing,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
760,760,760,Senior Content Writer,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
761,761,761,Senior Content Writer,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
762,762,762,Senior Email Marketing Specialist,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
763,763,763,Senior Content Writer,IN- Marketing,Sales & Marketing,Active,Prompt Writing for Marketers,Completed,Technical,Internal,Q2,2025-07-01,2025-07-25,2025-08-08,Virtual,2.0
764,764,764,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
765,765,765,Senior Salesforce Business Analyst,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
766,766,766,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
767,767,767,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
768,768,768,Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
769,769,769,Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
770,770,770,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
771,771,771,Senior Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
772,772,772,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
773,773,773,Technical Lead - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
774,774,774,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
775,775,775,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
776,776,776,Senior Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
777,777,777,Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
778,778,778,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
779,779,779,Technical Lead - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
780,780,780,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
781,781,781,Technical Lead - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
782,782,782,Technical Manager,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
783,783,783,Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-30,2025-08-04,Virtual,6.0
784,784,784,Lead - Functional Consultant,IN - Software Development,Technology,Active,PMO Concepts ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-31,2025-07-31,Training Room – First Floor ,1.0
785,785,785,Technical Lead,IN - Software Development,Technology,Active,PMO Concepts ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-31,2025-07-31,Training Room – First Floor ,1.0
786,786,786,Executive - Project Management,IN - PMO,Shared Service,Active,PMO Concepts ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-31,2025-07-31,Training Room – First Floor ,1.0
787,787,787,Executive - Project Management,IN - PMO,Shared Service,Active,PMO Concepts ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-31,2025-07-31,Training Room – First Floor ,1.0
788,788,788,Executive - Portal Support,IN - PMO,Shared Service,Active,PMO Concepts ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-31,2025-07-31,Training Room – First Floor ,1.0
789,789,789,Senior Executive - Process Quality,IN - PMO,Shared Service,Active,PMO Concepts ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-31,2025-07-31,Training Room – First Floor ,1.0
790,790,790,Program Manager - PMO & QA,IN - PMO,Shared Service,Active,PMO Concepts ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-31,2025-07-31,Training Room – First Floor ,1.0
791,791,791,Technical Project Manager,IN - Software Development,Technology,Active,PMO Concepts ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-31,2025-07-31,Training Room – First Floor ,1.0
792,792,792,Program Manager,IN - Software Development,Technology,Active,PMO Concepts ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-31,2025-07-31,Training Room – First Floor ,1.0
793,793,793,Technical Lead,IN - Software Development,Technology,Active,PMO Concepts ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-31,2025-07-31,Training Room – First Floor ,1.0
794,794,794,Program Manager,IN - Software Development,Technology,Active,PMO Concepts ,Completed,Technical,Internal,Q2,2025-07-01,2025-07-31,2025-07-31,Training Room – First Floor ,1.0
795,795,795,Manager - US IT,IN - US IT Recruitment,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
796,796,796,Lead - US IT Recruiter,IN - US IT Recruitment,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
797,797,797,Lead - US IT Recruiter,IN - US IT Recruitment,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
798,798,798,Senior US IT Recruiter,IN - US IT Recruitment,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
799,799,799,US IT Recruiter,IN - US IT Recruitment,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
800,800,800,Trainee US IT Recruiter,IN - US IT Recruitment,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
801,801,801,Trainee US IT Recruiter,IN - US IT Recruitment,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
802,802,802,Trainee US IT Recruiter,IN - US IT Recruitment,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
803,803,803,Senior Executive - US HR,IN - US HR,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
804,804,804,Senior Executive - US Payroll,IN - US HR,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
805,805,805,Senior Executive - US HR (Contracts),IN - US HR,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
806,806,806,Senior Executive - US HR (Immigration),IN - US HR,Shared Service,Active,Prompt Engineering Session,Completed,Technical,Internal,Q2,2025-08-01,2025-08-04,2025-08-04,Main Conference Room,1.5
807,807,807,Senior Salesforce Business Analyst,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
808,808,808,Senior Salesforce Quality Analyst,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
809,809,809,Senior Salesforce Quality Analyst,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
810,810,810,Senior Salesforce Quality Analyst,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
811,811,811,Quality Lead - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
812,812,812,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
813,813,813,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
814,814,814,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
815,815,815,Technical Lead - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
816,816,816,Salesforce Quality Analyst,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
817,817,817,Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
818,818,818,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
819,819,819,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
820,820,820,Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
821,821,821,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
822,822,822,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
823,823,823,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
824,824,824,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
825,825,825,Quality Lead - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
826,826,826,Technical Lead - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
827,827,827,Technical Lead - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce ,Completed,Technical,Internal,Q2,2025-08-01,2025-08-05,2025-08-08,Virtual,6.0
828,828,828,Scrum Master,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
829,829,829,Scrum Master,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
830,830,830,Scrum Master,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
831,831,831,Executive - Project Management,IN - PMO,Shared Service,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
832,832,832,Lead - Project Management,IN - PMO,Shared Service,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
833,833,833,Executive - Project Management,IN - PMO,Shared Service,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
834,834,834,Executive - Portal Support,IN - PMO,Shared Service,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
835,835,835,Program Manager - PMO & QA,IN - PMO,Shared Service,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
836,836,836,Senior Technical Data Specialist,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
837,837,837,Program Manager,IN - Salesforce,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
838,838,838,Technical Project Manager - Salesforce,IN - Salesforce,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
839,839,839,Senior Technical Data Specialist,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
840,840,840,Practice Manager - Salesforce,IN - Salesforce,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
841,841,841,Program Manager,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
842,842,842,Program Manager,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
843,843,843,Technical Lead,IN - Software Development,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
844,844,844,Technical Manager - Salesforce,IN - Salesforce,Technology,Active,Project Management Concepts,Completed,Technical,Internal,Q2,2025-08-01,2025-08-26,2025-08-26,Training Roon - First Floor/Virtual,1.0
845,845,845,Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 1,Completed,Technical,Internal,Q2,2025-08-01,2025-08-20,2025-08-20,Virtual,1.5
846,846,846,Technical Lead - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 1,Completed,Technical,Internal,Q2,2025-08-01,2025-08-20,2025-08-20,Virtual,1.5
847,847,847,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 1,Completed,Technical,Internal,Q2,2025-08-01,2025-08-20,2025-08-20,Virtual,1.5
848,848,848,Technical Manager - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 1,Completed,Technical,Internal,Q2,2025-08-01,2025-08-20,2025-08-20,Virtual,1.5
849,849,849,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 2,Completed,Technical,Internal,Q2,2025-08-01,2025-08-21,2025-08-21,Virtual,1.5
850,850,850,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 2,Completed,Technical,Internal,Q2,2025-08-01,2025-08-21,2025-08-21,Virtual,1.5
851,851,851,Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 2,Completed,Technical,Internal,Q2,2025-08-01,2025-08-21,2025-08-21,Virtual,1.5
852,852,852,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 3,Completed,Technical,Internal,Q2,2025-08-01,2025-08-22,2025-08-22,Virtual,1.5
853,853,853,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 3,Completed,Technical,Internal,Q2,2025-08-01,2025-08-22,2025-08-22,Virtual,1.5
854,854,854,Salesforce Quality Analyst,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 3,Completed,Technical,Internal,Q2,2025-08-01,2025-08-22,2025-08-22,Virtual,1.5
855,855,855,Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 3,Completed,Technical,Internal,Q2,2025-08-01,2025-08-22,2025-08-22,Virtual,1.5
856,856,856,Technical Lead - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 3,Completed,Technical,Internal,Q2,2025-08-01,2025-08-22,2025-08-22,Virtual,1.5
857,857,857,Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 4,Completed,Technical,Internal,Q2,2025-08-01,2025-08-25,2025-08-25,Virtual,1.5
858,858,858,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 4,Completed,Technical,Internal,Q2,2025-08-01,2025-08-25,2025-08-25,Virtual,1.5
859,859,859,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 4,Completed,Technical,Internal,Q2,2025-08-01,2025-08-25,2025-08-25,Virtual,1.5
860,860,860,Senior Salesforce Quality Analyst,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 4,Completed,Technical,Internal,Q2,2025-08-01,2025-08-25,2025-08-25,Virtual,1.5
861,861,861,Senior Salesforce Quality Analyst,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 4,Completed,Technical,Internal,Q2,2025-08-01,2025-08-25,2025-08-25,Virtual,1.5
862,862,862,Technical Manager - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 4,Completed,Technical,Internal,Q2,2025-08-01,2025-08-25,2025-08-25,Virtual,1.5
863,863,863,Technical Project Manager - Salesforce,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 5,Completed,Technical,Internal,Q2,2025-08-01,2025-08-28,2025-08-28,Virtual,1.5
864,864,864,Salesforce Technical Specialist,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 5,Completed,Technical,Internal,Q2,2025-08-01,2025-08-28,2025-08-28,Virtual,1.5
865,865,865,Senior Salesforce Developer,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 5,Completed,Technical,Internal,Q2,2025-08-01,2025-08-28,2025-08-28,Virtual,1.5
866,866,866,Senior Salesforce Quality Analyst,IN - Salesforce,Technology,Active,Cursor AI IDE for Salesforce Demo - Batch 5,Completed,Technical,Internal,Q2,2025-08-01,2025-08-28,2025-08-28,Virtual,1.5
